"","rheobase_sweep_num","thumbnail_sweep_num","vrest","ri","sag","tau","vm_for_sag","f_i_curve_slope","adaptation","latency","avg_isi","upstroke_downstroke_ratio_long_square","peak_v_long_square","peak_t_long_square","trough_v_long_square","trough_t_long_square","fast_trough_v_long_square","fast_trough_t_long_square","threshold_v_long_square","threshold_i_long_square","threshold_t_long_square","upstroke_downstroke_ratio_ramp","peak_v_ramp","peak_t_ramp","trough_v_ramp","trough_t_ramp","fast_trough_v_ramp","fast_trough_t_ramp","threshold_v_ramp","threshold_i_ramp","threshold_t_ramp","upstroke_downstroke_ratio_short_square","peak_v_short_square","peak_t_short_square","trough_v_short_square","trough_t_short_square","fast_trough_v_short_square","fast_trough_t_short_square","threshold_v_short_square","threshold_i_short_square","threshold_t_short_square"
"SM-GE8WR_S094_E1-50",12,13,-64.2770896324745,289.531290531158,0.0887176170945168,25.1379164546026,-100.59375,0.347368425015266,0.0252849961725009,0.02616,52.8322222222222,1.91510830317207,26.40625,0.58296,-56.15625,0.58498,-55.84375,0.58462,-39.3125,40,0.5824,1.77186806893982,17.78125,2.60646,-53.453125,2.60861,-53.3125,2.60845,-33.765625,52.6875,2.60586,1.76919737588026,16.6062507629395,0.503356,-64.9749984741211,0.991352,-58.7874984741211,0.505496,-34.0750007629395,400,0.502848
"SM-GE95A_S021_E1-50",10,11,-74.4648657904731,156.406208872795,0.0872320905327797,17.3993968652119,-92.875,0.530714295920541,0.00867546955353793,0.02874,34.4178571428571,1.38968373911244,39.5625,0.55696,-61.9375038146973,0.5579,-61.8437538146973,0.55784,-36.625,160,0.55654,1.09637098735465,26.2604198455811,7.70074666666667,-60.2395896911621,7.7019,-60.1041717529297,7.70182,-30.5312519073486,180.04167175293,7.7002,1.43322351486287,41.1875,0.50354,-75.515625,0.971515,-65.140625,0.50445,-45.578125,700,0.503085
"SM-GE95A_S022_E1-50",10,11,-66.1919835408529,135.312378406525,0.0947155654430389,13.0842353942114,-82.40625,0.352142857142857,0.0318589971645892,0.0171600000000001,47.674,1.95715497503522,41.3125,0.53154,-64.7812576293945,0.53286,-64.65625,0.53276,-44.5,140,0.53096,1.46163167774063,33.6666679382324,6.61254666666667,-63.1979217529297,6.61409333333333,-63.0625038146973,6.61399333333333,-41.3125,152.83332824707,6.61178666666667,2.15171615886514,40.7750015258789,0.50328,-66.6812515258789,0.79914,-65.6875,0.504592,-42.7999992370605,499.999969482422,0.502812
"SM-GE95A_S006_E1-50",14,15,-68.1642476862127,149.687498807907,0.078275740146637,10.7702403494999,-88.6875,0.272142857142857,0.0085069566298046,0.0183,37.0653846153846,2.89924550880143,20.7500019073486,0.61522,-52.8437538146973,0.62392,-51.53125,0.61804,-37.65625,130,0.61468,2.53067303858475,17.1979179382324,5.14770666666667,-52.9062538146973,5.1582,-50.1770896911621,5.15049333333333,-39.0729179382324,116.208335876465,5.14712,2.369317439768,19.9330387115479,0.503545714285714,-71.1071395874023,0.866271428571429,-59.5669631958008,0.507137142857143,-41.5848219735282,400,0.503114285714286
"SM-GE8WR_S095_E1-50",14,15,-69.5367830716647,107.031248509884,0.0489045195281506,6.22996452297145,-81.375,0.133749991893767,-0.00688368083777142,0.09422,98.32,3.73399527312089,28.0625019073486,1.22348,-47.0000038146973,1.2345,-44.125,1.2286,-27.28125,230,1.22282,3.15384526905007,30.125,6.19252,-56.0625,6.25665,-49.140625,6.19815,-45.1562538146973,142.3125,6.19177,2.30825016198377,21.1477279663086,0.503505454545454,-69.5781280517578,0.803672,-57.2593765258789,0.510072,-30.9403400421143,880,0.502825454545454
"SM-GE95A_S007_E1-50",15,16,-59.405171258109,122.343897819519,0.0301484689116478,7.29967491492878,-73.59375,0.669786729857821,0.00226715206736681,0.0922399999999999,14.267619047619,1.32625733943593,24.7812519073486,0.74472,-35.2812538146973,0.74632,-35.1250038146973,0.74608,-10.03125,280,0.7443,1.19014492606527,26.859375,13.77085,-30.578125,13.77236,-30.390625,13.77213,-5.90625,331.875,13.77041,1.77187195169036,30.5187511444092,0.503204,-59.6437492370605,0.82253,-42.6187515258789,0.505184,-24.140625,670,0.502888
"SM-GE8WR_S096_E1-50",11,12,-70.1353790283203,182.343661785126,0.0819416046142578,10.8610428932795,-92.78125,0.184285711206709,0.01433959209612,0.0208599999999999,60.604,3.1303995082857,27.2187519073486,0.57844,-61.96875,0.58852,-55.5312538146973,0.5809,-42.59375,59.9999961853027,0.57796,3.22053041292975,22.9531269073486,2.93072,-63.5781288146973,2.9405,-59.5937538146973,2.93467,-43.1562538146973,60.8125,2.93022,2.4833372362945,19.5364589691162,0.503366666666667,-70.0729217529297,0.93765,-58.9583320617676,0.50598,-43.5520820617676,380,0.502956666666667
"SM-GE95A_S008_E1-50",12,13,-54.8444421941584,197.656333446503,0.0538098625838757,11.0214436439441,-76.5937576293945,0.204285714285714,0.0139923351398805,0.0664799999999999,53.2423529411765,1.93047841281542,12.5,1.09128,-44.0000038146973,1.09916,-41.8437538146973,1.09462,-31.03125,100,1.0903,2.09148850195201,14.2083330154419,4.86764666666667,-42.0208396911621,4.87708666666667,-40.6145896911621,4.87145333333333,-29.9583339691162,109.208335876465,4.86669333333333,1.83394645321373,16.6093756357829,0.503696666666667,-56.7239608764648,0.96194,-48.8072935740153,0.506686666666667,-33.4114570617676,430,0.503073333333333
"SM-GE95A_S001_E1-50",12,13,-75.9654663085937,222.031354904175,0.0390114523470402,20.2860101134881,-99.5000076293945,0.375000030653818,0.00928389613975007,0.03976,47.465,2.23823860482387,30.7812519073486,0.61838,-63.3750038146973,0.62008,-63.2812538146973,0.62006,-40.90625,80,0.61792,2.03476100006272,28.8906269073486,3.98231,-63.84375,3.98426,-63.6406288146973,3.98394,-40.7187538146973,87.125,3.9818,2.12552244912517,26.078125,0.503473333333333,-77.2552108764648,1.23691,-68.3229141235352,0.505143333333333,-44.5104179382324,550,0.503056666666667
"SM-GE95A_S024_E1-50",10,11,-64.626043955485,130.000039935112,0.107866920530796,11.3105130431199,-80.46875,0.25,0.47921693101398,0.0144199999999999,32.6,2.0925762866586,29.5625019073486,0.53418,-56.2812538146973,0.53526,-56.15625,0.53522,-43.21875,100,0.53382,2.05537884571067,28.4583339691162,2.77422666666667,-58.6875,2.78826666666667,-56.2395820617676,2.77532666666667,-53.15625,56.875,2.77380666666667,2.18662971401543,30.5250034332275,0.5033,-64.4812545776367,0.727616,-57.1375007629395,0.504352,-45.2875022888184,400,0.502964
"SM-GE95A_S010_E1-50",10,15,-65.7974454439603,109.375149011612,0.0760968402028084,13.1961591396742,-78.8125,0.323012552301256,0.406941257965339,0.0243199999999999,77.7733333333334,1.65037848997593,33.7812538146973,0.56848,-59.1250038146973,0.56954,-58.9687538146973,0.56936,-35.71875,180,0.56812,1.39188332208945,25.3229160308838,12.0528733333333,-54.1458396911621,12.054,-54.0833320617676,12.0539266666667,-28.3333339691162,288.875,12.0524666666667,1.7295166071179,34.6328125,0.50333,-65.9609375,1.103815,-60.3203163146973,0.50428,-42.3750038146973,640,0.503005
"SM-GE95A_S018_E1-50",11,12,-71.8531105041504,80.3126096725464,0.251503258943558,6.98599924895428,-81.5312576293945,0.403317560034951,0.0556003700502855,0.00741999999999998,34.956,1.38990434162842,18.03125,0.56388,-56.6562538146973,0.5646,-56.6562538146973,0.5646,-36.46875,390,0.56356,1.27952262172035,15.6562519073486,19.00916,-57.0000038146973,19.01,-56.8437538146973,19.00994,-33.7812538146973,462.75,19.00882,1.52841537927086,22.2232151031494,0.503317142857143,-71.625,0.627325714285714,-60.9196434020996,0.504037142857143,-48.1383934020996,670,0.503031428571429
"SM-GE95A_S011_E1-50",11,13,-70.7039975253018,99.374957382679,0.0905228480696678,7.4165234643385,-83.34375,0.182701418024892,-0.0107055993440877,0.0660000000000001,72.4716666666666,3.24538638402599,29.5000019073486,1.0617,-51.9375,1.07152,-48.90625,1.06606,-28.3437519073486,210,1.0612,3.16120927781705,27.8750019073486,9.41377,-50.6093788146973,9.42355,-47.46875,9.41804,-28.4062519073486,222.875,9.41323,2.23243361335584,27.5390625,0.503595,-71.7656326293945,0.633045,-58.921875,0.509085,-34.8203125,910,0.503175
"SM-GE95A_S003_E1-50",11,13,-62.1462315646085,222.812652587891,0.184564650058746,24.5536425163071,-90.71875,0.377678567192384,0.0150664729773701,0.0274799999999999,48.9736842105263,1.89960183290245,30.8125019073486,0.57584,-55.4375,0.57702,-55.34375,0.57696,-38.78125,29.9999980926514,0.57544,1.72116950185412,30.40625,1.96571,-57.0000038146973,1.9669,-56.9062538146973,1.96679,-37.828125,36.6875,1.96529,1.8825506182077,32.1026802062988,0.503345714285714,-63.7946434020996,0.721854285714286,-58.8928565979004,0.504434285714286,-45.9553565979004,350,0.502957142857143
"SM-GE95A_S012_E1-50",16,17,-66.2760041554769,101.718865334988,0.0467463247478008,5.98704653881518,-76.9375076293945,1.0016586803132,-0.000542619992884345,0.0141800000000001,20.0066666666667,1.33669478068239,15.4375009536743,0.57432,-55.7812538146973,0.57528,-55.6250038146973,0.57514,-34.53125,239.999984741211,0.57402,1.26819812753475,18.5468769073486,7.2984,-53.8125,7.299305,-53.6875009536743,7.299225,-30.6093769073486,287.0625,7.29808,1.45074191688005,16.4296884536743,0.50323,-66.3984375,0.947505,-58.6093788146973,0.50403,-44.03125,469.999969482422,0.502945
"SM-GE95A_S013_E1-50",23,27,-60.6785630725679,75.1561895012856,0.0767181292176247,6.70042244310457,-83.0625076293945,0.0544854874307629,-0.0300694233020555,0.0479799999999999,113.665,2.91514681000942,18.15625,0.69136,-51.8750038146973,0.69996,-49.53125,0.69528,-38.1562538146973,119.999992370605,0.69072,3.31399308021666,19.21875,5.23689,-51.8125038146973,5.24532,-50.0468788146973,5.24158,-37.2031288146973,118.5,5.23629,2.36043338574927,19.953125,0.5032575,-56.19921875,0.5136775,-51.40625,0.506455,-38.7734375,400,0.5028
"SM-GE95A_S019_E1-50",10,11,-74.5987024307251,169.531285762787,0.129557013511658,19.041834338691,-94.1875076293945,0.3125,0.0194372432702832,0.0415000000000001,62.352,2.5178844107093,30.5312519073486,0.61154,-58.0937538146973,0.61444,-57.4687538146973,0.61314,-39.5,140,0.6111,2.29366882660599,28.1875019073486,8.22116,-57.5,8.22394,-57.0937538146973,8.22316,-35.8437538146973,193.125,8.2207,2.07125574567969,23.8937492370605,0.503552,-75.4937515258789,1.12394,-62.8875007629395,0.505132,-43.0812492370605,730,0.503184
"SM-GE95A_S014_E1-50",14,15,-71.7494869232178,88.4376093745232,0.0386519134044647,7.56406513699429,-82.1875,0.103231936711511,-0.00478693718311148,0.04284,100.375555555556,4.18460158361567,26.9687519073486,0.89004,-55.4375,0.90278,-51.5000038146973,0.8956,-29.7187519073486,220,0.88954,3.99839222790533,25.9166660308838,8.96808666666667,-55.75,8.98014,-52.34375,8.97392666666667,-29.8333358764648,211.75,8.96760666666667,2.23391753612564,22.9375,0.503535,-72.515625,0.65893,-60.453125,0.50959,-34.1953125,989.999938964844,0.503145
"SM-GE95A_S005_E1-50",10,13,-74.969650962136,222.187489271164,0.0783901885151863,10.7789670689268,-99.8437576293945,0.0733766223455805,0.29245776097022,0.0123,116.875,2.94366997906257,30.3750019073486,0.69444,-53.53125,0.80234,-46.59375,0.69654,-41.46875,40,0.69388,2.17182641996969,34.125,3.5729,-49.6875,3.57511,-49.5,3.57476,-38.515625,76.875,3.57222,3.1653578783685,39.4479185740153,0.50325,-74.8020858764648,1.15946666666667,-53.34375,0.505166666666667,-51.4114646911621,249.999984741211,0.502806666666667
"SM-GE95A_S015_E1-50",12,16,-70.8848457336426,119.687385857105,0.0127782458439469,9.82327289757184,-85.90625,0.144196428571429,0.00249287827002352,0.0384599999999999,82.72,3.55777527479619,37.71875,0.61604,-57.2500038146973,0.62542,-53.03125,0.61978,-30.75,150,0.61562,3.48272301664255,36.9375,7.79846666666667,-54.9270896911621,7.80734,-50.7291679382324,7.80208,-29.5520858764648,182.54167175293,7.79802,2.59057474247969,36.5250022888184,0.503524,-71.5000030517578,0.691012,-59.1937561035156,0.50798,-35.4937515258789,710,0.50316
"SM-GE95A_S020_E1-50",10,11,-73.8395948410034,85.3126123547554,0.0245360750705004,4.76010384546013,-85.0625,1.1625,0.000785492814985469,0.0113399999999999,14.8215151515152,1.37956432791687,17.8125019073486,0.56732,-51.0000038146973,0.56854,-50.7812538146973,0.56834,-27.8125019073486,270,0.56696,1.16400899797946,12.5312509536743,14.98326,-47.5000038146973,14.98466,-47.3125,14.9844,-23.84375,362.125,14.98282,1.59473312302749,33.6510429382324,0.503356666666667,-73.4583358764648,0.765476666666667,-56.0572929382324,0.504176666666667,-41.4895820617676,580,0.50308
"SM-GE8WR_S092_E1-50",11,14,-58.7574837424538,481.249988079071,0.0462717488408089,40.1762575493528,-95.3125076293945,0.155803568366231,0.010086665669042,0.0147599999999999,26.63,1.99748387542846,42.1875,0.57656,-53.6875,0.57814,-53.3750038146973,0.57798,-38.4687538146973,20,0.57596,1.83775557931746,43.5000038146973,1.1677,-54.9062538146973,1.16918,-54.7812538146973,1.169,-39.46875,16.75,1.16702,1.95511310501009,43.6562538146973,0.50377,-60.328125,1.02853,-56.375,0.50503,-40.4375,190,0.50316
"SM-GE95A_S030_E1-50",12,13,-72.6869227091471,129.218593239784,0.0212674122303724,8.64832719800654,-86.9375,0.97249997595378,-0.0030213674871482,0.0399400000000001,11.25875,1.17125840537769,20.1250019073486,0.61428,-60.4687538146973,0.61528,-60.3437538146973,0.61518,-35.3125,230,0.6139,0.884874123437921,6.87500047683716,17.10478,-53.7812538146973,17.10596,-53.7187538146973,17.10594,-28.6562519073486,415.125,17.10428,1.30716245527098,25.0364589691162,0.503536666666667,-71.46875,0.777626666666667,-62.9635429382324,0.504436666666667,-50.5,479.999969482422,0.50318
