"","rheobase_sweep_num","thumbnail_sweep_num","vrest","ri","sag","tau","vm_for_sag","f_i_curve_slope","adaptation","latency","avg_isi","upstroke_downstroke_ratio_long_square","peak_v_long_square","peak_t_long_square","trough_v_long_square","trough_t_long_square","fast_trough_v_long_square","fast_trough_t_long_square","threshold_v_long_square","threshold_i_long_square","threshold_t_long_square","upstroke_downstroke_ratio_ramp","peak_v_ramp","peak_t_ramp","trough_v_ramp","trough_t_ramp","fast_trough_v_ramp","fast_trough_t_ramp","threshold_v_ramp","threshold_i_ramp","threshold_t_ramp","upstroke_downstroke_ratio_short_square","peak_v_short_square","peak_t_short_square","trough_v_short_square","trough_t_short_square","fast_trough_v_short_square","fast_trough_t_short_square","threshold_v_short_square","threshold_i_short_square","threshold_t_short_square"
"SM-GE62S_S111_E1-50",12,36,-71.6289622783661,243.359461426735,0.152342334389687,15.2335369091777,-100.437507629395,0.442178477690289,0.0901075772468176,0.02582,60.7254545454545,1.93149183599403,19.8437519073486,0.56446,-55.3125038146973,0.5657,-55.28125,0.56564,-39.0625,80,0.56406,1.83070655889428,19.8437519073486,3.85494,-53.3437538146973,3.85618,-53.28125,3.85612,-36.5000038146973,83.875,3.85452,1.96411479740678,26.7187509536743,0.503455,-72.2578125,0.819425,-57.8203125,0.50451,-43.4218769073486,479.999969482422,0.503095
"SM-GE62S_S113_E1-50",10,36,-64.6124685378302,277.213484048843,0.00235633482225239,17.1441412900705,-98.0625076293945,0.135247524383122,0.0453708667693412,0.00923999999999991,43.8218181818182,2.206478448849,26.28125,0.56512,-56.6875038146973,0.56662,-56.5000038146973,0.56638,-50,20,0.5647,2.21628660024721,25.5156269073486,1.2269,-56.9531288146973,1.24237,-56.5625038146973,1.22825,-48.4687538146973,18.25,1.22648,2.25899116362442,25.7395839691162,0.503426666666667,-64.5347213745117,1.29999333333333,-57.3055572509766,0.504744444444444,-50.9340286254883,170,0.503042222222222
"SM-GE62S_S116_E1-50",11,38,-74.8089061918713,599.218845367432,0.266690820455551,36.9646340484838,-96.71875,0.275290695047495,0.0360333478653495,0.0197400000000001,52.9166666666667,2.13077097890568,11.7500009536743,0.56876,-62.4687538146973,0.57078,-62.375,0.57056,-49.5000038146973,29.9999980926514,0.56822,2.09534816297523,13.34375,1.36092,-61.9687538146973,1.36302,-61.7968788146973,1.36284,-47.2968788146973,21.5625,1.36035,2.00641307541618,-1.328125,0.5035725,-75.1015653610229,1.23253,-61.84765625,0.5060775,-43.1171875,320,0.5030875
"SM-GE62S_S118_E1-50",14,45,-67.9832734732792,246.093809604645,0.177227973937988,23.8879190690434,-95.0937576293945,0.301337071382359,0.014775657413596,0.0344800000000001,46.004,2.03305841813498,1.5625,0.7568,-54.3750038146973,0.77324,-52.71875,0.75904,-39.9375038146973,70,0.7563,2.05385142053613,-0.484375029802322,3.22409,-56.0625,3.23928,-54.2968788146973,3.22632,-40.625,68.125,3.22358,1.77062087235273,3.20703142881393,0.503415,-68.46484375,0.8990125,-59.828125,0.5057575,-36.0273456573486,600,0.50297
"SM-GE62S_S119_E1-50",50,11,-74.2928862138228,222.526103258133,0.0992543622851372,20.0480230249685,-100.09375,0.220301412789672,0.174575278265966,0.0331600000000001,34.14,2.07927695032487,24.6875,0.55948,-60.6875038146973,0.56132,-60.5937538146973,0.56104,-43,59.9999961853027,0.55904,1.64974130937394,26.2812519073486,5.85639,-51.796875,5.8582,-51.6875038146973,5.85802,-29.9375019073486,133.9375,5.85582,2.20731582330684,29.859375,0.503313333333333,-74.53125,1.08571666666667,-58.7552070617676,0.504833333333333,-45.234375,570,0.502883333333333
"SM-GE62S_S123_E1-50",13,33,-59.9253248917429,291.276127099991,0.066140852868557,27.8136993469858,-90.0625076293945,0.31145832642499,0.055203803071441,0.00716000000000006,60.77,2.12712474673534,13.6250009536743,0.55348,-57.3125038146973,0.55516,-56.9687538146973,0.55484,-48.96875,29.9999980926514,0.55302,2.10116937807879,12.7031259536743,1.53946,-57.0468788146973,1.54114,-56.8281288146973,1.54088,-47.6093788146973,26,1.539,2.14250183268484,13.3625001907349,0.503196,-61.3062515258789,1.062252,-59.15625,0.504612,-50.9375038146973,170,0.502776
"SM-GE62S_S125_E1-50",10,37,-68.2128362240999,322.916626930237,0.193866819143295,41.0770499024605,-98.7187576293945,0.351257253384913,0.0330902684739483,0.0307999999999999,39.624347826087,2.23554897812408,26.5625,0.66836,-54.8125038146973,0.67002,-54.6562538146973,0.6699,-43.2812538146973,40,0.66782,2.21396758396253,29.8593769073486,1.91152,-55.5625038146973,1.91307,-55.4843788146973,1.91299,-43.21875,35.3125,1.91101,2.05022987278172,24.1132822036743,0.5035675,-69.203125,1.1286875,-56.93359375,0.5049775,-41.82421875,489.999969482422,0.503125
"SM-GE63V_S097_E1-50",12,42,-74.093878030777,170.963570475578,0.21378256380558,12.7358447993764,-92.9687576293945,0.421528605856598,0.0740887266395469,0.0338000000000001,59.98,1.64459571265523,13.9062509536743,0.69626,-56.5000038146973,0.70912,-54.6562538146973,0.69724,-39.5937538146973,100,0.6959,1.46767294725032,11.7500009536743,6.31816,-53.8750038146973,6.3285,-53.1875,6.3192,-35,145.5,6.31778,1.73772175734573,14.0625,0.503325,-74.4140701293945,0.900615,-59.1093788146973,0.50441,-45.6640625,600,0.502995
"SM-GE63V_S098_E1-50",12,40,-67.7989447116852,172.786548733711,0.10792401432991,14.9469475376507,-87.03125,0.057634732413255,0.308461350890028,0.02938,41.01,1.97781200748762,32.125,0.60132,-52.40625,0.60224,-52.3437538146973,0.60222,-38.4375,100,0.60098,1.7268973311881,27.0625019073486,5.778,-49.6875,5.779,-49.625,5.77898,-31.1875,132,5.77764,1.93908575967971,31.8203125,0.50341,-68.5,0.758225,-55.46875,0.504335,-40.8203125,580,0.503095
"SM-GE63V_S161_E1-50",14,39,-60.1970624923706,197.135448455811,0.0794835910201073,12.4440440515543,-84.5625,0.121008403361345,0.0159969271989738,0.01268,25.68,2.41492625350184,30.5000019073486,0.54186,-46.8750038146973,0.54322,-46.65625,0.54306,-31.6250019073486,90,0.54154,2.44216896793224,23.875,5.83541,-45.8906288146973,5.83802,-45.4375038146973,5.8369,-30.5625019073486,133.4375,5.83502,2.48939817458229,33.5885435740153,0.50326,-60.7916679382324,0.96878,-51.515625,0.504413333333333,-39.7760429382324,290,0.50298
