,0,1,2,3,4,5,6,7,8,9
Rcan1,-0.011482087,-0.017855471,-0.0035849398,0.005401707,0.016041795,-0.00067720213,-0.02523244,-0.03605728,0.026560634,0.014895389
Snapin,0.008067807,0.006161721,-0.005296764,0.02032799,-0.023907837,-0.016803239,-0.00833191,-0.017625889,0.018867968,0.0081708655
Fbxo18,2.6619762e-05,0.008048231,0.026614046,0.029046414,-0.010234872,-0.007967898,0.00065335166,-0.016485102,0.003106881,0.0071074567
Col26a1,-0.0039524985,0.02363304,-0.036319613,0.047613565,0.02125295,0.008834056,0.015453669,-0.012565483,0.04499649,-0.007674914
Pgap1,0.0021802783,0.007183616,-0.00060099026,0.019192558,0.014995485,0.0015313195,-0.0050917845,-0.010393789,0.008670944,0.02356326
Prdx6,-0.00924081,-0.045753043,-0.0702752,0.028531816,0.00016241787,0.008678952,0.011167643,-0.033299062,0.059000958,-0.0018254858
Ier2,0.025981162,0.030634604,0.009732605,0.03364652,-0.010756976,-0.01437497,0.008590354,-0.0390548,-0.009243027,-0.013500416
Pdia4,0.006465005,-0.036767233,-0.0038077785,0.027294794,0.01491481,-0.031524796,0.028980935,-0.0063686925,-0.02335798,0.04772477
Mamld1,-0.0053167604,-0.009730927,0.00830067,0.0059780595,-0.014974713,-0.018000767,-0.030437924,-0.02357102,0.009008205,0.020191055
Trem2,0.09520809,0.18687336,-0.10831387,-0.108522,-0.081749834,-0.04941961,0.020368757,-0.020524822,0.0047800494,0.098389074
Foxred1,0.0427229,-0.0036989204,0.017251588,0.04640872,-0.038786184,0.021942524,0.0075280205,0.045924276,0.0639432,0.012539599
Sh3bgrl,-0.012891242,0.016414769,0.0073193233,0.026828606,-0.018793363,0.0022948615,-0.007765853,-0.011089487,0.014163194,0.0056385384
Myo1b,0.005155096,-0.0030063253,-0.012941863,0.014059597,0.008522757,0.001127489,-0.001982412,-0.02303523,0.027743772,0.015931658
Lhx6,0.023309546,-0.019484531,0.022031805,0.024045661,-0.028410356,-0.021963319,0.009564106,0.0038776672,0.0070377453,0.030953387
Sc5d,0.03066538,-0.011503654,-0.003857877,0.011912915,-0.039873164,0.04703744,-0.027409578,-0.049015358,-0.023418821,-0.020167226
Mafb,-0.016682284,0.005565474,0.0069628833,0.04706814,0.03628916,-0.014329214,0.0012586681,0.04064368,-0.0020911118,0.052191913
Tiparp,0.04332611,0.017242173,0.0050900658,0.016732847,0.015653085,0.0070827454,0.0021863487,-0.024201863,-0.0030014387,0.012668106
Kcnip2,0.015207987,-0.037277147,-0.06854694,0.035139702,0.0074420418,0.009345946,0.040932838,-0.02958196,0.073883876,-0.0057464587
Cnn3,0.0149431275,-0.002706387,0.018171495,0.021675963,-0.0091433395,-0.00069639913,-0.0011542626,0.032495156,-7.559538e-05,0.050723292
Wscd1,-0.011824114,0.01880127,-0.017142642,0.004279318,0.024479391,0.017254096,-0.042900696,-0.023020498,0.0030150611,0.023481214
Car4,-0.027018234,-0.013680371,0.0028274136,-0.0056040254,0.022883393,0.01073947,-0.013172314,-0.035487957,0.046796624,0.019760333
Fmn1,-0.0239946,0.009178908,0.0024859125,0.02775033,0.003396985,0.0053280494,-0.012810778,0.0031203937,0.006913949,0.025000447
Arhgef6,0.0023809567,0.013226554,0.011367992,0.014632747,0.0013951705,-0.002847283,-0.00306132,-0.017660541,0.004223424,0.020276854
P3h2,0.019037494,-0.010539573,0.02382085,0.031848244,-0.005493078,-0.0033042706,0.001283153,0.020401286,0.012166009,0.032148603
Mcfd2,0.023374595,0.016422538,-0.027522204,0.02747773,-0.0013331196,0.011045434,0.011713921,-0.04477358,-0.010526576,-0.0101445345
Abcf2,-0.014734368,0.022264283,-0.020270502,0.012112155,0.015832381,0.036332056,-0.04294545,-0.0023683873,-0.002219142,0.023015535
Rasgrp1,0.039905105,-0.007911282,0.04387359,0.031613015,-0.03133556,0.006463717,0.006468802,0.025773043,0.046404433,0.018884024
Ptprr,-0.032128662,-0.0030649204,-0.013068477,0.028276836,-0.037391346,0.06684402,-0.026941812,0.017980997,-0.041939534,0.024844714
Lamp5,0.01002564,0.011740871,-0.0014994374,0.015961861,-0.002589903,0.0054205717,0.005414709,-0.025198458,0.01312756,0.008804867
M6pr,0.0073355804,0.02193028,0.008302024,0.031192817,-0.009554085,-0.014195975,0.0013919097,-0.01931124,0.0064949784,0.0014346736
AW209491,0.023408448,0.02545789,-0.0253754,-0.0047931434,-0.018883632,-0.00844775,0.0063018785,-0.014834821,0.011040491,0.033595577
Astn2,-0.02124762,-0.11375396,0.011644243,-0.017491758,-0.022288661,-0.07930545,-0.061966985,-0.049040142,-0.013204562,0.050648954
Cd83,-0.00034124163,-0.015265546,-2.4370618e-05,0.009045027,-0.005779047,-0.01804778,-0.025769545,-0.021271614,0.013239215,0.023743533
Ncstn,0.0042568417,0.00021702763,-0.026701769,0.016124453,-0.00028485138,0.0020701254,0.0068817213,-0.018783037,0.002020691,0.022669975
Utp15,-0.0145948725,0.039636634,0.0021986838,0.03520819,0.07851872,-0.011781684,-0.0061477534,0.032421153,0.005809188,0.05754798
Edil3,-0.048079953,-0.065356016,0.013555429,-0.008559253,0.015460808,-0.006943191,-0.06567947,-0.043983925,0.05543396,0.017315527
Ccl3,0.016793378,-0.024787208,-0.02611511,0.038530648,0.02061199,-0.048499163,0.058837194,-0.005771418,-0.011323222,0.045712207
Extl2,0.05231584,-0.0044072717,0.010885311,0.0160753,-0.020806892,0.019748006,0.006293821,0.011367982,0.023213437,0.025849752
Bhlhb9,0.0050383345,-0.02420066,-0.0048300335,0.026882239,-0.0025746624,-0.032330062,0.016482405,-0.007062423,-0.019814245,0.037901297
Epha7,0.001495954,0.007142692,-0.0016056813,0.019499734,0.0052739284,0.013564894,0.004410634,-0.034161344,0.0130627025,0.0010537173
Mid1ip1,-0.010815943,-0.1109625,-0.043739345,0.10146245,-0.016271548,-0.10766985,0.14695512,0.036338124,-0.07507779,0.07079937
Msmo1,0.004348784,-0.0033133228,-0.0048155426,0.024852533,-0.0017604174,0.017813647,0.006440323,-0.0360601,-0.008049561,-0.00091926643
Cd68,0.037266202,0.020514047,-0.04153384,-0.0066513624,-0.016263422,-0.029697426,0.023117257,-0.019115925,0.025433663,0.039625403
Tmem184c,0.018632056,0.0429063,0.010783909,0.03951137,-0.055559874,0.04099736,-0.045243092,0.052823197,0.035173442,0.009047023
Cd63,-0.0051294947,0.014317453,0.009149569,0.02258931,-0.015000599,-0.005732155,0.020928565,-0.0108422795,0.008949165,0.02015882
Mlip,-0.018460535,0.03127337,0.023987992,0.038691916,-0.04568022,0.0016100827,0.015966116,-0.02210189,0.03319454,-0.022910051
Prmt2,-0.022364715,0.003796297,-0.025213165,0.01894102,-0.01254565,-0.017494444,0.0055525186,0.0074740043,0.008737266,0.04068249
Dcx,0.00790511,0.008488498,0.00063713174,0.018232785,-0.0045100204,0.015925352,-0.010031381,-0.029061204,-0.025207672,0.008577562
Pvalb,0.03789472,0.04868772,0.02581202,0.011293692,0.08903702,-0.022539923,-0.011497036,0.0030156681,-0.012278671,0.060317133
Cryab,-0.0030632173,0.004410998,0.0203404,0.011092955,-0.00040353186,0.0010546275,0.032268565,-0.032555994,-0.01202591,0.022646926
Chrm3,0.008549966,0.019448593,-0.01737669,-0.007487389,-0.021420442,-0.011298722,0.0052078264,-0.019293156,0.014894616,0.034106854
Me3,-0.049332958,-0.055704378,0.041172307,0.042903673,0.03040774,-0.041793354,-0.07504265,0.07398928,0.04502399,0.07292005
Ryr3,-0.035639472,0.013546252,0.075890526,0.015052898,-0.01631837,0.033812523,0.055724323,-0.04946301,0.010536769,-0.007072716
Xylt1,0.0742167,-0.021240957,0.043234468,0.020668091,-0.0028982123,0.014056703,0.007843668,0.018837748,0.04681442,0.026578598
Usp11,0.012476159,0.0004708973,0.009208972,0.0190086,-0.012995585,0.0047438834,-0.0024330285,-0.0090697035,0.00880169,0.016879916
Lrrtm3,-0.012200777,0.041183796,-0.014071923,0.0048826705,-0.0007028136,0.041476566,-0.07003513,-0.026415356,-0.06294837,0.0140416445
Spats2l,0.012020144,-0.022296514,0.013850783,0.034460835,-0.041113343,0.028759807,-0.01890796,0.013639552,-0.013195507,0.014797287
Jun,0.031407118,-0.03314624,0.0032051469,0.0192858,0.01566345,0.021373576,0.005647453,-0.0439776,-0.03584745,0.009270259
Pld5,0.0284268,-0.014113369,0.024404448,0.019599387,0.0048501203,0.022232536,0.00056451285,-0.006525939,0.035077076,0.01248894
Mat2b,-0.010985845,-0.07025118,0.0140401805,0.06331172,0.007460491,-0.07888259,0.060881454,0.025359878,-0.089958705,0.073508374
Tctn3,0.053528346,-0.014609024,0.03711463,0.011957528,-0.041720815,0.021456502,-0.022104723,0.016781716,0.00947106,0.026934035
Aldh6a1,-0.019342802,-0.00024255326,0.014031515,0.006213626,0.003398683,0.019856568,0.019275554,-0.023186663,0.018355142,0.024591308
Dynlt3,-0.02522632,-0.005583451,-0.0014877932,0.039332602,-0.0055284817,-0.016608678,0.00010844543,0.0093701305,-0.00048296718,0.026970936
Tpp1,0.02023397,-0.008074695,0.0122995535,0.025238553,-0.0032031354,0.010839034,-0.0042108567,0.01655637,0.005307031,0.033966444
Rbmx,0.08348458,-0.021586908,0.044622134,0.00014826829,-0.002078924,0.032834206,0.018998327,0.0028103,0.039276756,0.031143602
Htatsf1,0.028519193,-0.018592466,-0.0049299807,0.028403506,0.010669774,-0.018223265,0.027857658,-0.02054733,-0.0039704745,0.021028504
Adcy8,-0.021977749,-0.04942956,-0.015904922,0.014046051,-0.010725147,0.008867658,-0.02811915,-0.018123806,0.013902981,0.021352345
Oat,0.056811146,-0.035649147,0.0065872837,0.014607845,0.0011548507,0.010333497,0.010930493,0.0090994015,0.038786795,0.03387874
Nsun2,-0.020260138,0.025158722,0.0041975565,0.037013885,-0.012757499,0.016617345,-0.024462765,-0.0011821653,-0.005804095,0.0034701405
Sorcs2,-0.025209427,0.027428303,0.060501672,0.019375145,0.01508355,0.03712972,0.027987132,-0.07264727,0.03406271,-0.03497752
Syt5,0.041605543,0.052023385,-0.041442145,0.05541418,-0.009943163,-0.008143066,0.024798408,-0.02029058,0.06790781,-0.038532007
Chmp7,0.006403619,-0.0035733546,-0.011980767,0.020770065,-0.0032360926,0.01524442,0.001245769,-0.016226565,-0.018277869,0.018562227
Epm2aip1,-0.011134235,-0.01750019,0.0016622557,0.0069463626,-0.017831326,-0.007059239,-0.022689128,-0.021837566,0.010283208,0.020407978
Hs6st2,0.008014357,0.010265215,-0.018916234,0.0089611625,0.01009418,-0.012334892,0.01736178,-0.02500253,0.01460535,0.027198134
Rgmb,-0.0194656,0.020326473,-0.023046598,0.0038780628,-0.0031926974,0.05898,0.008504313,-0.031399418,-0.019252518,0.013665745
Cers6,0.02196619,-0.1823021,0.07296771,-0.07469376,-0.09114464,-0.120072946,-0.2673722,-0.070786044,0.031590328,0.03136361
Cdh11,-0.020884354,-0.01543212,0.0095046135,0.007385943,0.025669701,-0.007479905,-0.029933384,-0.04540975,0.028001478,0.007018409
Wls,0.018351115,0.010238005,-0.019624624,0.010212523,0.01026357,-0.0020198072,0.0008766672,-0.029404754,0.018407607,0.015324654
Plk2,-0.022833196,-0.023343977,-0.06825295,0.03313075,-0.0070725726,0.009597947,0.002260184,-0.019243281,0.037582535,0.0016837262
Txndc5,0.018326452,0.014277096,-0.013566329,0.012216159,-0.0046926406,0.023134332,-0.0053005647,-0.02991405,-0.004940974,0.0072862017
Gm4258,-0.05866108,0.083751775,-0.027473863,0.040015858,-0.06562273,0.08100191,-0.14247085,0.0331174,0.00560169,-0.024881888
Mcc,0.010586264,-0.0049989945,0.0012160488,0.028631438,-0.023537261,-0.02567103,-0.006509595,-0.021309158,-0.009685966,0.009858908
Nfkbia,0.065243356,0.044233426,-0.08860916,0.013857449,0.0012798721,0.0037425626,0.028450396,-0.051446997,0.08687595,-0.024882011
P4hb,0.049210608,0.051902987,-0.049217228,-0.024913829,-0.02909703,-0.02420403,0.012099357,-0.028955912,0.016242374,0.0378283
Apmap,0.04713679,-0.0036602484,0.0018909277,0.005006755,0.025005098,0.017294778,0.006656246,-0.03757617,-0.013066709,0.018838044
Fcgr3,0.055249333,0.057409737,-0.068860784,-0.03589509,-0.03332187,-0.04807166,0.02940767,-0.028084185,0.03174681,0.053038567
Akap13,-0.029721212,0.0018203894,0.028950935,-1.1595156e-05,-0.018166274,0.036527414,0.022994855,-0.03811455,0.015127885,0.011858571
Fgd3,0.015855137,0.03019743,-0.04758422,0.051123433,0.0069668866,0.0037722045,0.005637071,-0.018902693,0.04834388,-0.022134623
Mcl1,-0.023271734,0.021871137,-0.008954768,0.022531494,-0.025392277,0.018794717,-0.03533856,-0.0010013318,-0.023593633,0.018105226
Gpr22,0.005750649,0.0015263304,-0.00041750175,0.017153036,0.019478412,9.2532595e-05,-0.0019081451,-0.009392225,0.011425941,0.028149322
Man2b1,0.011739472,-0.015894925,-0.00732407,0.013517156,0.00013860193,-0.022993496,0.023980116,-0.015662402,-0.0027895498,0.037628453
Aldoc,-0.010310449,-0.003944783,0.012886401,-0.005951834,-0.019373033,-0.027325306,-0.010113553,-0.03774053,0.0125059225,0.025926586
Btbd11,-0.012749859,-0.012585358,0.013936618,0.008151315,-0.0022270144,-0.010609587,-0.039644532,-0.023692917,0.022861678,0.017485958
Nrip1,0.008389955,0.024793185,0.033324737,0.043518044,-0.0062426277,-0.024641903,-0.007339917,-0.014350359,-0.008916602,-0.0013641419
Fuca2,0.04039579,-0.006337747,0.018542245,0.01270583,-0.013643414,0.017157614,-0.014881082,-0.001255312,0.013178846,0.019678254
Rbm18,0.009314127,0.023896078,-0.053897586,0.057502728,8.73642e-05,0.0050769374,0.022749282,-0.0144233005,0.05813589,-0.024606379
Asic2,-0.032981016,-0.007834949,-0.005303306,0.015707303,0.04130868,0.009452438,-0.03269794,0.0124199595,0.012835742,0.0484179
Tusc2,-0.0046964483,0.014033035,0.0012522081,0.030057855,-0.003639595,0.012588574,-0.011805762,-0.013486495,0.011790725,0.0016462877
Naa60,0.0005809315,-0.0030851054,-0.015761897,0.02486181,0.00093726814,0.0032088894,0.0026611178,-0.017800875,-0.0103486935,0.017140107
Acly,-0.0008131956,0.0037187848,-0.009264755,0.023914222,-0.0014464663,0.01502048,0.013248044,-0.031980544,0.004122618,0.0012893415
Gmfb,-0.0033166676,-0.017860707,-0.013503965,0.031335756,0.006746529,-0.007872683,0.01794773,-0.019177591,-0.013952534,0.019555047
Htr2a,0.015263272,-0.037625726,0.030800244,0.04063881,-0.041999314,0.03292842,-0.0256582,0.047942713,-0.000891356,0.031244183
Elfn1,0.06941195,0.18871437,0.21030319,0.18370768,-0.028713072,-0.18565667,0.0044631963,-0.048585273,-0.12398962,-0.131388
Pip5k1b,0.007989463,-0.017504184,-0.0537562,0.03861657,-0.023312952,0.040277492,0.06619981,-0.07643151,0.060904365,-0.056011513
Rtcb,0.011610063,-0.013112196,-0.016628088,0.028400794,-0.0015695466,-0.0037574032,0.024076235,-0.020246439,-0.016607895,0.020210626
1810026J23Rik,-0.0039396915,0.012795861,-0.013013409,0.007427575,-0.013204754,0.07155803,-0.0295656,-0.014074925,-0.06420779,0.021807797
6330403K07Rik,0.013638453,0.04942908,-0.07204958,0.1041068,-0.0036854583,-0.021514762,0.050453987,-0.0012653121,0.08511622,-0.056513187
Lrrc3b,-0.0058064354,-0.009511405,0.016892321,0.01788173,0.010211584,-0.01979477,-0.03104696,-0.0075174402,0.010404194,0.02599036
Dnajb1,0.008856816,-0.025365608,-0.022587853,0.031941026,0.009134658,-0.008697079,0.023639426,-0.0305418,-0.03916997,0.020502174
Plek,0.035670128,0.018122163,-0.026090503,0.0017356976,0.026478725,-0.004524597,0.022322696,-0.035054494,-0.0057059955,0.030365236
Pla2g7,0.0003745128,0.010768603,0.009737612,0.022946961,-0.0043602944,-0.009040824,0.0010640798,-0.019872623,-3.5546727e-05,0.013815055
Mmp17,0.0011554012,0.0069024446,-0.020646032,0.038910124,-0.003220329,0.0020489558,0.015662817,-0.017276341,0.031031784,-0.0051756543
Fam189a1,0.002223456,-0.020247994,-0.026942315,0.013965598,-0.02799357,0.037997134,-0.041128196,-0.032220736,-0.013694305,-0.0021443937
Pdp1,0.00024899354,0.007282049,-0.013747345,0.019453477,-0.013082995,0.010562499,-0.004207673,-0.009676913,-0.007866507,0.0186216
Grm3,0.037894815,-0.0052318396,0.006700917,0.013644213,0.007926044,0.014810057,0.013704444,-0.021707227,0.024467671,0.013602817
Slc35g2,0.00063403737,0.020505099,0.012633219,0.018503716,-0.0044005904,0.007033663,0.013388286,-0.025541002,0.0044525377,0.008697694
Bcl11a,-0.0082704825,-0.010278089,0.0068261223,0.012261388,-0.012174152,-0.009668912,-0.017373398,-0.018190462,0.0077420776,0.021012556
Gadd45g,-0.007395896,0.012147407,-0.016315605,0.007942068,0.0127664665,0.008983953,-0.020290652,-0.033976633,-0.0022272347,0.013992155
Gosr2,0.027364418,0.018782197,-0.013160682,0.009986624,0.0302698,-0.01922723,0.016903426,-0.012069664,0.00023002426,0.042214263
Lrrc59,0.00044037844,-0.013546921,-0.022921972,0.029100312,-0.004658422,0.0023603314,0.014927002,-0.020637456,0.009206172,0.010326577
Pdha1,0.029637953,-0.016559908,-0.037491117,0.013692548,0.00046459082,0.026039159,0.012349729,-0.06101398,0.007231675,-0.013542586
Utrn,9.248352e-05,0.0027604888,0.011907245,0.023511669,-0.015117511,0.0015359129,-0.023318166,-0.0020020278,0.0135529,0.015852213
Golm1,0.0042162733,0.020599533,-0.0028659143,0.015725553,-0.021354785,-0.007850221,-0.0072848075,-0.013878354,0.013384239,0.014594849
Fads1,0.014111788,0.007426088,-0.0112858815,0.016181516,-0.00113733,-0.0069707176,0.009705007,-0.02412773,0.0039752685,0.018744465
Rxfp1,0.000107836,-0.013594144,-0.07739009,0.030383416,-0.024357101,0.059108805,0.021252058,-0.05240052,0.059797775,-0.042576354
Klf6,-0.030234532,-0.053168517,-0.048414577,0.033916168,-0.033907037,0.03353203,-0.011342381,-0.015278975,-0.028223535,0.009879223
Cntn3,0.01993257,0.018055448,-0.019358452,-0.008790815,-0.022352155,-0.023647148,-0.010777568,-0.022249764,0.0124061825,0.03246261
Il1a,0.016215254,-0.006608372,-0.01723437,0.014531671,-0.015362557,0.01055669,-0.014697716,-0.03350263,0.0057909223,0.0028082717
Uty,-0.020007798,0.060605746,0.018618802,0.0190925,0.056326307,-0.0032549975,-0.015744483,0.030549988,-0.028820753,0.065781236
Myo6,0.031284858,-0.00130459,-0.021532107,0.010526515,0.01908013,-0.015555984,0.024465349,-0.022197204,-0.013566221,0.038508166
Btbd3,0.007543501,-0.02494287,0.008516944,0.043092653,-0.019457093,0.01899509,0.007313143,0.05620493,0.036680955,0.042601485
Pnpo,0.033298068,0.00058088114,-0.0047344193,0.0128870355,-0.0005328908,0.00083262706,0.017072681,-0.018343287,-0.017735427,0.028267777
Ptchd4,-0.036074385,-0.067869544,-0.025021283,-0.010844284,-0.014783495,-0.028453609,-0.048683327,-0.041172158,0.028455393,0.030318502
Myo16,-0.010547856,-0.0052155335,0.012676633,0.012994692,0.0032064244,-0.007691437,-0.019952213,-0.023913179,0.015124514,0.017258538
Pls3,0.013425202,-0.0037347507,0.0046528997,0.019386226,-0.027636824,0.013963288,-0.016775947,0.0063151713,0.016487936,0.018906755
Pex5,0.049712084,0.009969324,0.02772961,0.0036777647,0.035516668,0.025709067,-0.0293577,0.0035125206,0.018051947,0.034793794
Nucb1,-0.040086616,-0.04610086,-0.05017142,0.043644153,-0.07074912,0.049738456,0.007739066,0.021654578,0.0047298213,0.0133404955
Ucp2,0.07462943,0.04169646,-0.052215077,-0.062453263,-0.06271922,-0.069915034,-0.037580818,-0.062270124,0.032032195,0.03674778
S100a16,0.008838368,-0.10897257,-0.01390731,0.04372868,-0.002040483,-0.10096928,0.05368509,-0.0075077536,-0.059227455,0.06692082
Slc39a6,0.0023554151,-0.0050965925,-0.0083962055,0.027981436,-0.009053306,0.014032203,0.031133397,-0.040279675,-0.003907213,-0.0038628078
Rps6ka5,0.0027326185,0.006254532,0.0041896966,0.030463131,0.025919404,-0.0069041546,-0.0005546789,-0.0174196,-0.018266674,0.021127157
Hs3st1,-0.021717485,-0.021924097,-0.052762076,0.04022871,0.05050618,0.011753447,0.010387057,-0.005618179,0.0401788,0.018753888
Tmem199,0.0048142653,0.013087917,-0.00082628365,0.0137314815,0.023871101,-0.0027903283,-0.0024282823,-0.013894312,-0.0073192012,0.030533325
Epb4.1,0.0010941714,0.0061898106,0.010487673,0.020628283,-0.0061633876,-0.0017003658,-0.0035487115,-0.012023008,0.0087609645,0.020040203
Copb2,0.002749172,0.005328963,-0.003476794,0.018424286,-0.010794555,0.008645895,0.0057468917,-0.017882807,0.0023505227,0.01411683
Tcp11l2,0.019221164,-0.014383595,-0.029883018,0.02871875,0.0021303277,0.0017073706,0.020417247,-0.02546287,0.028339615,0.003569825
Pdzrn3,0.023443198,0.0069141225,-0.00405276,0.008700684,0.023470568,8.535731e-05,-0.0026421552,-0.024542842,-0.010024831,0.028363984
Cdc16,0.0026887693,0.006363797,-0.010994281,0.028544895,-0.0017378099,0.0006550931,0.00087629043,-0.011249457,0.016630517,0.009639068
Gm29907,0.018871864,0.05286931,0.04087106,0.022955474,-0.04092499,-0.04391244,-0.026706936,-0.053886298,-0.030457888,-0.021341372
Slc19a2,0.015888896,-0.014333043,0.0019106385,0.025777722,0.011439941,-0.003890328,0.014457571,-0.025009405,-0.034204792,0.021618154
Eif1a,0.01995598,-0.0008916395,-0.022195961,0.01493834,-0.0068341102,-0.005683859,0.011705282,-0.022146618,0.014170168,0.017428907
Kbtbd2,-0.008267707,-0.023101896,-0.018076798,0.026805835,0.007149695,-0.025883697,0.01768245,-0.0030194097,-0.033014514,0.045726564
Cdh10,-0.004481998,-0.0032420976,0.004237517,0.014081892,0.008568553,0.012515487,-0.005622166,-0.043981202,0.014187569,-0.00071502896
D15Ertd621e,-0.005832885,-0.00048632198,0.010528721,0.01802511,-0.0029971418,-0.016906725,-0.037767116,-0.030847546,0.0072864187,0.005208187
Ache,0.076901235,0.051786426,-0.080372944,0.07281874,0.004000779,-0.0059458446,0.058299955,-0.05911908,0.09366211,-0.08281101
Gba,0.04928898,-0.00970001,0.024084471,0.013198223,0.000108154694,0.0155269895,0.00298244,-2.9739344e-05,0.023130167,0.025166057
Cstf2,-0.061491985,-0.043882795,-0.075747706,0.062441256,-0.066120476,0.04512269,0.01930943,0.045718517,0.004475586,0.021505311
Qdpr,-0.01959901,-0.015571655,0.004515801,0.03082772,-0.015793568,-0.0041079377,0.00022140321,-0.0021514564,-0.0036927331,0.023284089
Trpc5,0.014845831,0.009087626,0.020252366,0.023223437,0.015691921,0.034202397,0.01924821,-0.06281729,-0.00971527,-0.023202796
Myadm,0.0173358,-0.002835939,-0.009670267,0.012942076,-0.0067248046,-0.014250116,0.0063898596,-0.02327314,-0.012216368,0.025410544
Ppp1r15a,0.030452237,-0.017355204,-0.012483504,0.017741019,0.023682823,0.017944941,0.010944428,-0.05125092,-0.02753012,0.005134405
Creg1,0.017500209,-0.006856684,-0.07161326,0.022334248,-0.015876008,-0.00967474,0.042809922,-0.031802047,0.054597452,0.0033975558
Ubl4,-0.0026252756,-0.016975341,0.0070086485,0.01195814,-0.008087439,-0.01663555,-0.024081148,-0.017696965,0.0043262495,0.023808343
Ric8,0.059309628,0.069420315,-0.060457457,-0.040983077,-0.030791102,-0.022948897,0.008230304,-0.03223916,0.015499644,0.044240903
Phyh,0.009989748,-0.026958935,-0.07211628,0.051460855,-0.029199833,-0.020982957,0.06438191,-0.024561463,0.04462121,-0.009736349
Fam81a,-0.026463466,0.022467349,0.0141421985,0.043847714,0.011204382,0.0031953452,0.009018928,-0.00063699536,-0.0026043104,0.014177931
Pde5a,0.001404034,0.0021423344,0.0021296158,0.028367516,0.022248926,-0.010082619,0.009895506,-0.008190001,-0.0074806334,0.030833697
Rab10os,-0.0016062382,-0.009907002,0.006803886,0.009912501,-0.010146278,-0.013546206,-0.03671852,-0.026948843,0.008007158,0.013617391
Abhd4,0.014518694,-0.00084924494,-0.023521908,0.015816594,0.0057265214,-0.018332466,0.016353305,-0.025950577,0.010865149,0.023848137
Gna13,0.024638003,0.007196205,-0.01589148,-0.003463662,-0.01138774,-0.02685753,-0.008273741,-0.023362523,0.0059118434,0.03375437
Sytl2,-0.0018400804,0.016747234,0.0028916455,0.03049017,0.031904675,-0.0013244365,-0.009467327,0.006948606,0.00901018,0.031358354
Slc35b4,0.074400745,-0.013728012,0.037721347,0.005315508,0.021373231,0.0094898725,0.0008800104,0.019385012,0.03733329,0.048166454
Fh1,0.0487777,-0.012002314,0.01642262,0.021888532,-0.0013897563,0.00976627,0.0072069955,0.014219655,0.018129801,0.03174474
Msra,-0.019782184,-0.038879644,-0.0021866607,-0.0057663308,0.022934496,-0.01861268,-0.042992335,-0.055204682,0.022803247,0.016682383
Kcna3,0.07750146,0.048579786,0.0076401844,-0.033878442,0.0142025,-0.0055319434,-0.06239473,-0.049770772,-0.04882795,0.0306505
Gm32647,-0.003527446,-0.14251082,-0.048183274,0.04875407,-0.106634155,0.09753237,0.011296396,-0.016165625,0.058946446,-0.041131992
Sat1,-0.0059756725,0.032357924,-0.058037132,0.007749433,0.051745713,-0.015208295,-0.0005472018,-9.447471e-05,0.02486719,0.053433165
Edc4,-0.011768488,0.035936568,-0.048806865,0.010997466,-0.024337536,0.05282707,-0.012327259,-0.02266532,-0.027974227,0.007887987
Chn2,0.022090537,0.031562004,-0.029353464,-0.0076510087,-0.019901527,-0.013634365,0.004969809,-0.016334409,0.012712618,0.037328925
Rap1b,0.0037659646,-0.008601736,-0.007977334,0.02049567,-0.0043875384,-0.018096063,0.012732061,-0.0068305056,-0.006382725,0.033737335
Maged2,-0.0037058482,0.0013711156,-0.033905167,0.022339765,-0.008213778,0.033467844,-0.0037058645,-0.02837001,0.002826304,-0.0014275872
Skil,-0.011030821,-0.0073941406,-0.011661058,0.031956077,-0.014609781,0.016330527,-0.010863712,-0.018593092,-0.002174781,0.0012030441
Pgm2,0.01495954,0.018304594,0.002796276,0.011989848,0.03106013,-0.010130705,-0.0057746572,-0.0032121183,-0.0048749773,0.041263726
Gabrb2,-0.055230804,-0.09291074,0.0015764858,-0.03850046,0.09380524,0.02291497,-0.080954015,-0.08880448,0.08036351,0.01826771
Pfkl,0.01531344,-0.002602746,0.011442982,0.022978475,0.0004256063,0.010619271,-0.0059958408,0.004881399,0.0017901289,0.026705133
Adh5,0.01119496,-0.025002575,-0.008519613,0.02940873,0.009197851,-0.016176915,0.02118902,-0.019563822,-0.031802233,0.028474927
Clptm1l,0.043809775,0.036911733,0.009121838,0.03324649,0.029181996,0.01992176,-0.012486052,0.038923156,0.044491056,0.028489998
Rnf128,-0.00047796778,0.020829886,-5.9583952e-05,0.023530025,0.046581693,-0.008958356,-0.0014314584,0.008658129,-0.0017674504,0.04562086
Cndp2,0.013386379,0.0065875375,-0.056399837,0.009985575,-0.0188922,0.001478311,0.008143207,-0.021335319,-0.021987107,0.027287425
Smu1,-0.001140722,-0.011180798,-0.014729744,0.0056443117,-0.005335546,-0.0051736375,0.0005570995,-0.027753353,0.0069604823,0.024219941
Epb4.1l2,0.06946531,-0.013097008,0.028115354,0.012749383,0.007882986,0.015504481,0.011037193,0.016686127,0.026324885,0.040647846
Tmem18,0.02114935,-0.007826572,-0.0053140344,0.025006434,0.004057117,-0.0061536967,0.015774036,-0.013526176,-0.018539723,0.026443563
Slc25a18,0.061651934,-0.08254453,0.057704132,0.062288765,0.013067805,-0.11408248,0.054055497,-0.035782035,-0.11965099,0.037106387
