,0,1,2,3,4,5,6,7,8,9
Tnr,-0.021128228,0.0036293552,0.014939585,0.023114327,-0.0025350126,-0.018319283,-0.024210403,-0.019373283,0.026276559,0.008933986
Frmd4b,0.014707387,0.03767572,-0.019416284,0.013546024,-0.05753682,-0.009860612,-0.00038086015,-0.039632205,0.027256345,-0.015866872
Thsd7b,-0.005338998,0.016213402,0.0129072415,0.02533094,-0.015938936,-0.0061173546,0.0035883663,-0.02091436,0.0063623693,0.0041123647
Cntnap5a,-0.020066638,-0.03168321,0.014806921,-0.045671083,-0.04526949,-0.07188477,-0.0657583,-0.019530898,-0.023704853,0.08124411
Kcnb2,0.04063219,-0.016105585,0.040865894,-0.00089359004,-0.010129025,0.009309519,0.0034313316,-7.184562e-05,0.04823572,0.031948887
Zcchc12,0.0037614214,-0.02323622,-0.01674826,0.025249701,-0.0140461195,-0.0270319,0.0089891255,-0.019302659,0.014456226,0.015911061
Trps1,-0.012706708,-0.0036731267,-0.014430666,0.009114595,0.06542465,-0.0017776618,-0.036436446,-0.026188338,0.048251912,0.023048699
Kcnc2,0.0031779453,0.021970954,-0.027774097,-0.030584605,-0.021581154,-0.01905602,-0.012847433,-0.020546803,0.024281086,0.05230451
Plekhb1,-0.006578469,0.0005445818,-0.0006330322,0.0180749,0.03187288,-0.041355137,0.010823905,0.023361314,-0.007871133,0.07438593
Tmem132c,-0.010324413,0.016246917,-0.014591185,0.004698314,0.12028431,0.0045175944,-0.05024689,-0.0140960915,0.06220495,0.039993692
Mmd2,-0.04951238,-0.018670497,0.018172165,0.06599949,-0.021105736,-0.062083393,0.019896198,0.04722543,-0.030500934,0.05545792
Rapgef5,-0.022686401,-0.004807838,-0.0013197026,0.015869068,-0.008844927,-0.017560005,-0.020173812,-0.0066744196,0.016072256,0.030755972
Lypd6b,0.00985533,-0.025361205,0.013301324,0.024807401,-0.02724385,-0.033664875,0.014754285,0.0024383855,-0.00027101653,0.03512486
Sema3a,0.03366279,0.03428327,0.060794413,0.045573525,-0.031521212,-0.06254717,-0.025415462,-0.032713756,-0.025231177,-0.019613724
Stxbp2,0.0044569196,0.013279374,0.031273548,0.04552094,-0.022598013,-0.026558489,-0.015429138,-0.03103378,-0.010857418,-0.019740112
Cemip,0.017564893,0.052383676,-0.016012076,0.008366708,0.06875008,-0.030250406,0.0048248903,0.0036128687,0.024622984,0.057689372
Cort,-0.0019422573,0.016083367,0.036816083,0.03590204,-0.013793928,-0.017837392,0.0050537507,-0.01920826,-0.004049987,0.0022649055
Nrg1,-0.009950805,0.016801778,-0.0051822984,-0.012824539,-0.02557401,-0.0033383553,-0.0067371004,-0.015548947,-0.006590197,0.04320018
B2m,-0.009480911,0.0019414014,0.0062013995,0.00031152714,-0.05497571,-0.036139887,-0.014333388,-0.015864307,0.0043234634,0.030637456
Chrna7,-0.009071505,-0.03914056,0.016995136,-0.000307573,-0.021277796,-0.017004112,-0.029165145,-0.03450072,0.009693154,0.020293396
Prox1,-0.15966551,-0.03550786,0.16889067,-0.059266638,-0.0031719487,0.13489163,0.10613959,-0.093894176,0.08333305,0.013037817
Arc,0.014171874,0.013681495,0.01694525,0.032330535,-0.028781354,-0.012744515,-0.0018324739,-0.020156316,-0.0010611849,-0.003773589
Pdyn,-0.024138086,-0.0536573,0.004911335,0.009565746,0.01951306,-0.009227119,-0.051448677,-0.05373411,0.036005467,-0.001119892
Rab3b,-0.016643286,-0.040981296,0.018920656,0.0045640026,-0.04191008,-0.05744021,-0.0959902,-0.04780001,-0.0017415431,0.0016660392
Ptpre,-0.013207471,-0.008222121,-0.024574757,-0.0011591663,0.0026687335,-0.02975524,-0.024520274,-0.021854328,0.030987632,0.035815515
Grik3,-0.0064663067,0.051254224,0.05565438,0.046810452,-0.06498684,-0.043167535,-0.0037919853,-0.017901786,0.0392888,-0.029361863
LOC102638008,-0.026922738,0.021030523,0.026025474,-0.0039093937,-0.010306183,0.02779648,0.024310369,-0.032682523,0.014504815,0.01806531
Gabra4,-0.015066461,-0.0053776717,-0.021266142,0.026183294,0.0060134083,0.021197177,-0.002890296,-0.0225521,0.03378812,0.00088775204
Adamts17,0.01839047,-0.0031295747,0.021945022,0.016513467,-0.002644214,0.005086116,-0.011935954,0.007546984,0.025678962,0.030411176
Cx3cr1,0.032312557,0.13872664,-0.09288911,-0.10199469,-0.07463927,-0.040894795,-0.031700157,-0.0041420744,0.04202679,0.097710036
Gm34199,-0.011783925,0.014794651,0.0030824689,0.036380425,-0.016552277,-0.0078026867,-0.015108407,-0.0049888613,0.02586638,0.004496971
Parm1,-0.0030901795,0.020096716,0.02037493,0.031809915,-0.03196739,0.006819791,-0.01413028,0.0039439127,0.019518564,0.004716781
Maml3,-0.028306141,-0.00011529639,0.01714833,-0.01014554,-0.010032923,0.02454588,0.026818398,-0.030345079,0.022025215,0.029755704
Esrrg,-0.034916792,0.018148134,0.004453649,0.04494582,-0.0077214516,-0.0049740993,-0.014926889,-0.005039773,0.016566439,0.0021677203
Prkg1,-0.00032140574,0.025314797,0.05592419,0.0572683,-0.03975248,-0.025981417,0.008049044,-0.011481497,0.00326906,-0.018353065
Grin2a,-0.022577949,0.0037369512,-0.0035519165,-0.03252945,-0.04098355,-0.02413121,-0.01308023,-0.01228736,0.00764316,0.06389989
Ptpro,-0.01625329,0.0055762595,0.015576321,0.006539977,-0.006213469,0.009378393,0.0102401795,-0.020823702,0.013274464,0.022156965
Bcan,0.00396078,0.018235425,0.029918797,0.040114556,-0.013493877,-0.022106295,-0.0056663477,-0.0151634235,0.0059674084,-6.5295734e-07
Csmd3,-0.023774294,0.003863483,0.06239443,0.045933317,0.025504317,-0.045235973,-0.052282184,-0.065150365,0.008207402,-0.038949437
Pcp4l1,-0.023931332,0.011876608,-0.0153706,0.008464619,0.033078942,0.0133871455,-0.037093677,-0.0214147,0.021680169,0.021231504
Arhgap18,-0.014091696,0.028561462,0.02570801,0.02214234,-0.008853884,0.01880151,0.00923066,-0.02584487,-0.018793928,0.007515141
Dab1,-0.029303849,-0.0020150873,0.020548197,0.019409167,0.0007212572,-0.011143515,-0.018047003,-0.025365422,0.02719599,0.008337991
Itpr1,-0.02616632,0.013597121,0.011185357,0.0405922,-0.023098646,-0.032075815,-0.014848067,0.003088498,0.01772158,0.013070261
Cdh20,-0.012492471,0.004826115,-0.005649783,0.004032627,-0.03919363,0.006503781,0.013917256,-0.008676541,0.023629742,0.028060863
Gpr176,-0.010407921,-0.010560884,-0.00087718165,-0.0016775368,0.0123075815,-0.02026841,-0.06153115,-0.022910744,0.026256213,0.028086158
Lrrtm4,-0.018275144,-0.026170557,0.010802501,-0.002213156,0.023304343,-0.033069313,-0.08563433,-0.06688468,0.019145973,-0.0018701913
Ranbp6,0.029834356,0.030945268,-0.042850018,0.05774777,0.0018166372,-0.008637556,0.03240967,-0.017889472,0.0592859,-0.027868208
Ust,-0.045306295,0.05855993,0.0366792,0.040660825,0.070546836,-0.017644813,0.010843409,0.042602926,0.020499924,0.05699547
Srxn1,0.008429228,-0.08924979,0.011566515,-0.013542546,-0.02068293,-0.063636295,-0.066227764,-0.03998122,-0.014429666,0.04338814
Gm27887,0.005272702,-0.018520141,0.007964927,0.030310554,-0.01069803,-0.039168112,0.01411657,-0.016728973,-0.030124122,0.026217254
Runx1t1,0.033991013,0.030745095,0.041330706,0.011156761,-0.008809138,-0.03720408,-0.03754531,0.0064876536,0.016924717,0.030775078
Cd164,0.000456437,-0.04578857,-0.0050645387,0.032048382,-0.012202592,-0.04657603,0.019084137,0.0061497083,-0.011306249,0.047518868
Snca,-0.002890904,0.000736989,0.026844677,0.043707065,-0.018284017,-0.0041968776,0.0006609311,0.03172305,0.015741805,0.02553124
Slc1a3,0.037628002,-0.028932188,0.026218837,0.017001158,-0.017041152,-0.005630821,0.012074865,-0.003963186,0.022506353,0.026823498
Pnoc,0.02563653,-0.004102141,0.030562693,0.013263059,-0.030287014,0.008782573,-0.007652112,-0.0022052065,0.016504979,0.015979012
Ap1s2,-0.014179194,0.014720101,0.03161172,0.023783827,-0.017382057,0.024220526,0.031210743,-0.03313436,0.0046053757,-0.004195823
Camk1g,-9.9118464e-05,0.010803304,0.0004552662,0.020321239,0.021350829,0.001461333,-0.006475752,-0.0042256946,0.009977066,0.027905334
Serp1,-0.004085817,-0.023874648,-0.009854947,0.012040281,-0.034213196,0.005557649,0.01599034,-0.025681034,0.0192914,0.012552875
Slc9a9,-0.00034982612,0.012003816,0.004978267,0.010547568,-0.008832061,-0.0012610955,-0.016882699,-0.026996914,0.008556443,0.011697727
Mpdz,-0.018847078,0.022550862,-0.011683802,-0.011130194,-0.016413944,-0.012760251,-0.008292441,-0.0071241236,0.005782816,0.050658174
Gria3,-0.09136309,-0.075431086,0.06699064,-0.04206297,-0.02970253,0.031382073,-0.017653177,-0.06532854,0.04372069,0.028728368
Zcchc16,-0.014967352,0.0095321275,0.020630786,0.008062744,-0.006012605,0.018011583,0.01341599,-0.0243786,0.009867208,0.0144703975
Siglech,0.022381851,0.020103866,-0.0309004,-0.006227019,-0.02910562,-0.019816311,0.009335243,-0.002652734,0.01516617,0.04896466
Runx2,-0.10058477,-0.00061928475,0.034295898,0.098578505,-0.03958427,-0.070625894,-0.0064148577,0.061129715,-0.0236196,0.0296592
Moxd1,-0.011557377,-0.030865498,0.027311945,0.005247537,-0.04194768,-0.034328658,-0.03922065,-0.02326994,0.018781703,0.020273102
Lrrc4c,-0.055912018,-0.015996015,0.0047541345,-0.00011467356,0.07533023,0.016254764,-0.05552069,-0.042954035,0.06472591,0.01430343
Rgs11,0.0003114281,0.013678629,0.008427103,0.021715162,-0.01559832,-0.0044065956,-0.0041735335,-0.015077237,0.009680321,0.008568047
Eps8,-0.00861271,0.01846008,0.001460464,0.020300096,-0.005173445,0.011012543,0.016690435,-0.03130832,0.013886948,0.0021704691
Pcdh7,-0.032720517,0.03800225,-0.020343645,0.010010359,0.042184334,0.016429305,-0.05551087,-0.002003793,0.035070162,0.026830452
Sphkap,-0.0345816,0.03670998,-0.0067760423,0.03315881,0.017765073,0.015624074,-0.02084182,0.0077460846,0.025996726,0.014182028
Gabra2,0.012823465,0.030215912,-0.023992995,-0.013394548,-0.02281984,-0.012250751,0.0061426363,-0.018944591,0.015067118,0.03715968
Fat3,0.036594737,-0.0033514372,0.040715583,0.03644843,-0.0479464,-0.015187152,-0.03131229,0.021261021,0.05093301,0.002008837
Plxdc2,-0.022018874,0.025403442,-0.0005698939,0.031619437,-0.0026714685,-0.0066092345,0.0050699036,0.010908556,0.020932497,0.025976276
Car2,0.0019256701,-0.0028947908,-0.016384229,-0.0035399552,-0.012759639,-0.026743812,-0.022095153,-0.033361804,0.0038308124,0.02873162
Calb2,-0.057643585,0.0068870727,0.024502233,0.061817717,-0.017770836,-0.032143116,-0.00035590294,0.022772329,-0.018227823,0.022992851
Nell2,-0.0434373,0.02970967,0.043357447,0.04479529,-0.015445211,-0.0015722822,0.0019498242,-0.004323189,0.038161572,-0.007959471
Dgkb,-0.028996179,-0.06302273,0.012803339,-0.020074053,0.018464029,-0.020447563,-0.066955686,-0.06162445,0.032504518,0.019448271
Kcnf1,-0.030401291,0.0007715758,0.05239103,-0.018044446,-0.0018513497,0.031239022,0.044798784,-0.042468626,0.011828879,0.032384586
Btg2,0.043092165,0.0062083537,0.014747373,0.0136339655,4.423574e-05,0.004511873,0.006548944,0.0010496068,0.02436313,0.028180309
Atf3,-0.00384391,-0.0027454547,-0.010122062,0.0059409104,0.033085905,-0.0102401115,-0.022756254,-0.031653415,0.0387594,0.019967385
Rgs12,-0.06419542,0.094982706,0.0217421,0.014054633,0.049951572,0.06300342,-0.0195202,-0.010872512,0.05006431,0.0015801799
Sel1l3,-0.011569693,0.10271763,-0.0076505328,0.022034714,-0.034314793,0.044943906,-0.07236786,0.059682004,0.06337386,0.017168056
St8sia4,-0.017587036,-0.016581347,0.0041522332,0.006642547,0.018590422,-0.0042174724,-0.033159748,-0.032608073,0.02814287,0.015748464
Mal2,-0.03208905,0.0091034295,0.015711436,0.027427949,-0.004168292,-0.0005522742,0.012337816,0.0022420937,0.001195391,0.029338578
Mpped2,-0.020988869,0.0042310786,0.011607231,0.0101194475,-0.0026494355,0.00547279,0.0031364504,-0.020242117,0.023542155,0.020821935
Kcnn2,-0.031049957,0.0050567887,-0.021092512,0.007148874,0.086599894,0.0032066714,-0.051314183,-0.02695965,0.052870538,0.023584064
Pdzrn4,-0.047720317,-0.028809395,0.03871527,0.026328132,0.017506965,-0.03502118,-0.05735291,-0.049866047,0.027769608,-0.011459717
Sgcb,0.024848133,-0.02802258,-0.0006731917,0.021823816,-0.03829104,0.047096804,-0.007254401,0.032668047,0.022943115,0.02973368
Syndig1,-0.02669463,0.0070005497,0.045441043,-0.007842182,-0.013977671,0.035137154,0.027327973,-0.0321034,0.032053765,0.018476559
Pde11a,-0.023811199,0.011994804,0.01361183,0.021471959,-0.0014170774,0.043080326,0.028419944,-0.044540662,0.01928275,-0.013472011
Grn,0.014706662,0.018796755,-0.010311572,0.008324962,-0.048334613,-0.028430492,0.002224558,-0.030101111,-0.013871698,0.01453595
Dusp6,-0.00049834873,0.006380398,0.0026613418,0.014747684,-0.017702278,-0.0079542035,-0.016321966,-0.019732341,0.0074377647,0.012413158
Pcsk1,-0.013303502,0.018976126,0.012710392,0.019653048,-0.009394538,0.028352575,-0.00062391825,-0.0046142945,-0.018902386,0.021733204
Tshz3,-0.018309306,0.13597164,-0.023729008,0.14016663,-0.11289998,-0.013848071,-0.033252034,0.083419815,0.17141742,-0.09563723
Htra1,0.00067303854,-0.011628781,-0.007741611,0.013361676,-0.012747379,-0.03226887,0.021940842,-0.012986128,-0.010854437,0.04115621
Ptchd2,-0.06533784,0.01657924,0.06648325,-0.0035665154,-0.009187609,0.08106852,0.052412044,-0.0617024,0.037258048,-0.013045254
Lgals1,-0.034641363,-0.0052142437,0.07934296,-7.109732e-05,-0.013044001,0.042774856,0.078304835,-0.03861575,0.023702921,0.017590826
Tollip,0.02000317,0.028422033,0.030078748,0.049911227,-0.014201142,-0.032987773,0.009690992,-0.016902048,-0.026340785,-0.0034326233
Ephb6,0.037023917,-0.00084099616,-0.012676662,0.008496846,-0.007050408,-0.025469301,0.02625362,-0.016227247,-0.0062768203,0.03781647
Enpp2,0.0080258055,0.028699756,-0.004127531,0.030350067,-0.025333999,0.00031525697,-0.008422774,-0.020230897,0.02068937,-0.009816851
Rab27b,-0.015098443,0.019087993,-0.001092191,0.016575184,0.04178343,0.01307607,-0.0381804,-0.014542999,0.025232185,0.016393121
Ctnnb1,-0.006807607,-0.024757465,0.00440976,0.008532666,-0.011659725,-0.018823376,-0.027598739,-0.022410193,0.006475312,0.024890348
Kcnd3,-0.007427577,-0.0001433018,0.016926931,0.017580675,-0.00267852,0.01631514,0.026135696,-0.028388862,0.027958523,0.0065653184
Kif26b,0.040908888,0.06546322,-0.045444414,-0.028844154,-0.047607284,-0.028951561,0.0006249856,-0.023058088,0.025159819,0.03671524
H2-D1,-0.013390887,0.0048822034,-0.0007785416,0.018687313,-0.006311133,-0.008788814,0.00037887448,-0.004497954,0.0046909205,0.029758431
Hpca,0.00070324657,0.0091469325,0.014595114,0.021659136,-0.0054118014,-0.01023513,-0.001854781,-0.021619255,0.00017110143,0.012323081
Cntn6,-0.02073255,-0.020895207,0.011816834,0.008492825,0.018550312,-0.0075540002,-0.037221916,-0.04194558,0.030458316,0.007546968
Plcl1,-0.007090696,0.0007570291,-0.007628204,0.026610821,-0.040348105,0.02286383,-0.039683398,-0.0212279,-0.005031121,-0.00842458
Nek7,-0.010165022,0.056670595,0.04164868,0.020606833,0.0034275483,0.036473267,0.009795333,-0.017749421,-0.012836409,0.009363188
Efna5,-0.013825221,-0.034254313,0.02798195,-0.017377652,-0.0065792315,-0.040293157,-0.06225805,-0.03572916,-0.005467449,0.040439166
Flrt2,0.00036571466,0.001136613,-0.007924456,0.009029547,0.003525095,0.021424405,-0.010711452,-0.04560615,-0.004130274,0.0032596025
Hunk,0.011224485,0.042004842,0.035641793,0.03764968,0.0027219832,-0.019194882,0.009002599,-0.029204847,-0.01908179,-0.002004534
Gda,0.00017385342,0.0023950296,0.0043822136,0.017419277,-0.014991204,-0.027610507,-0.043550923,-0.03725307,-0.003875153,-0.00035972934
Prkd1,-0.04546201,0.07025894,0.006450721,0.02084198,0.044145342,0.03789099,-0.02927307,-0.01700921,0.023631861,0.0013132086
Nap1l2,-0.0034760144,-0.033876248,-0.016599244,0.025459647,-0.031755924,-0.042343374,0.016361758,0.0030735414,-0.013342147,0.043587986
Brinp2,-0.023728443,-0.0014227211,0.030438637,0.042144425,-0.01656198,-0.014634691,0.007504087,-0.011146112,-0.01314488,0.00964263
Prps1,-0.037932623,-0.0047294,0.04540907,-0.039098054,-0.01439578,0.04762015,0.07795092,-0.023956103,0.013101595,0.06471793
Arap2,-0.010244581,0.002265999,0.0035901389,0.016489884,0.008021809,-0.0050395634,-0.0026448048,-0.018457297,0.008144092,0.0240911
Slc7a3,-0.010371938,0.04840122,0.063113935,0.068133056,-0.023129927,-0.035335697,0.010895677,-0.023084467,-0.0306816,-0.026913991
Glce,0.02540757,0.019491732,-0.028651513,0.011477164,-0.008212187,-0.011172633,0.004700376,-0.027968494,0.033980235,0.007425634
Lppr1,0.01630258,0.009676588,-0.016611021,0.015620415,-0.00320365,-0.0037956561,0.0054901848,-0.030185051,0.015038682,0.0077662216
Trpm3,-0.017099693,0.01714143,0.022624398,0.015378403,-0.0047805016,0.017513636,0.012561868,-0.028008448,0.012384053,0.0060346886
Gng4,-0.019158566,0.03957744,-0.0143520795,0.012639315,0.022227444,0.029419724,-0.03647373,-0.016741443,0.011041548,0.010806392
Psat1,0.04707201,-0.02164541,0.033218537,0.018669007,-0.024157057,0.0035100922,-0.008918566,0.023849217,0.00051472615,0.041056603
Slc30a3,-0.0018572136,0.023027396,0.06262174,0.034542363,-0.050468415,0.03404191,0.045746736,-0.0111084785,0.05724125,-0.01897379
Kcnh7,-0.02975394,-0.025584273,0.05414435,0.021024428,0.015863426,0.01629028,-0.036258657,-0.012771861,0.083288305,0.00030642023
Ramp1,-0.01140017,-0.0072687767,0.001049646,0.015112242,0.0076163113,-0.011387671,-0.009092154,-0.024475811,0.0145557355,0.018237231
Shroom2,-9.983753e-05,0.007973401,0.012802955,0.01623087,-0.0015071415,0.007844718,0.0076522636,-0.027979305,0.013821285,0.00737266
Dusp14,0.022719402,0.0070367847,-0.01719382,0.03669261,-0.014969197,0.0014357949,0.012241247,-0.018446669,0.02869182,-0.0064849267
Slc35f3,-0.042571276,0.0015976912,-0.032747712,0.017683886,0.101876676,-0.003679113,-0.03964753,-0.0070623793,0.06842928,0.0384104
Il1rapl2,-0.0027626671,0.005738712,0.011369449,0.004914993,-0.0030146488,0.01933264,0.013212337,-0.023145817,0.018942121,0.022208815
Flrt3,0.0032463064,0.0109242555,-0.0084025115,-0.01267867,-0.02592162,-0.015810484,0.0042449413,-0.007774956,0.0001525077,0.050949726
Sccpdh,0.033174958,0.019217232,-0.009867426,0.027660865,0.0003491151,-0.017338974,0.020243788,-0.032464385,0.0054601775,4.159377e-05
Rgs2,0.022430098,0.06751721,0.07316735,0.04807688,-0.01751827,0.0011683835,0.015549777,-0.047249544,-0.065010324,-0.030502724
Fstl5,-0.0010298941,0.009861261,0.009260344,0.025339024,-0.020754792,0.0022751181,-0.011498258,-0.006984291,0.012372702,0.009149049
Dock10,-0.030016787,0.0070887893,0.112662494,-0.01340821,0.0005464204,0.0678314,0.1313803,-0.06642237,0.031661883,0.0103402445
Ak5,-0.020965567,0.0005140028,0.015989812,0.006864449,-0.010514482,0.018656326,0.015002139,-0.0273831,0.013337243,0.016939113
Grik4,-0.017431485,-0.025600284,0.020480046,0.011466077,-0.021979297,0.015556921,0.016355848,-0.03345994,0.017522177,0.0084042875
Cpne4,0.012245482,0.0020842084,0.0025811377,0.021722095,-0.002669078,-0.0067737284,0.0045051463,-0.030094875,-0.0062018307,0.007966516
Cd200,0.05769414,0.0008131957,0.021133551,0.03250217,-0.040472545,0.009208575,-0.00042693966,0.005400558,0.045229197,-0.0053709256
Sema6a,0.005004975,0.021709926,0.03086332,0.026264386,-0.0101859085,0.012609289,0.0072144894,-0.030132812,-0.031611588,0.0017777532
Ddah1,0.007883114,-0.0058787973,0.007367465,0.029002948,-0.0512699,-0.026258213,0.036046516,-0.027926978,0.013576663,0.0006945913
Cdh18,-0.021054843,0.007239718,-0.038768027,0.030344801,-0.0001868772,-0.02188235,-0.0073866257,-0.014832247,0.031936996,0.011724541
Mpped1,-0.025243448,-0.003446641,0.00814171,0.042274527,-0.013670951,-0.015885895,0.0075266557,-0.009443378,0.015907148,0.0064102407
Eepd1,0.0039610327,0.031759683,0.03082889,0.043541156,-0.016194541,-0.028948277,-0.0008341802,-0.020025555,-0.01054383,-0.005833433
Abcd2,0.041194823,0.016340826,-0.04964248,0.0061721224,-0.0046915067,-0.01518148,0.025424425,-0.016798751,0.049111057,0.022824783
Coro6,-0.15088491,-0.05128993,0.055548325,0.17130734,-0.02252719,-0.079648964,0.030385943,0.21732025,-0.1040017,0.12679343
Endod1,-0.004015886,-0.0011072024,0.011241499,0.011330043,-0.0047173775,-0.011855099,-0.014443782,-0.028235374,0.0068860007,0.014883244
Pparg,0.033503313,0.009166321,0.015885495,0.014800148,0.05150273,-0.002897751,0.004023686,-0.0037045325,0.013636493,0.042036254
Calu,-0.001358309,0.002775324,0.014310425,0.037318207,-0.01421298,0.0025166613,-0.0070130443,0.034193944,0.017087791,0.03289435
Rgs8,-0.013566175,0.00026813417,0.046369042,0.023892343,-0.024254499,-0.015675595,-0.02717956,-0.04720057,-0.01402549,-0.012031557
Ptgs1,0.013058258,-0.00020447258,0.0035019238,-0.012254469,0.012950219,-0.0032077292,-0.055006154,-0.04979284,-0.021751633,0.018883923
Zfp536,-0.012719379,-0.020366734,-0.009434408,0.0032654454,0.12024047,0.0038816142,-0.07619917,0.0061182585,0.10541085,0.044580918
Cacng3,-0.0030761433,0.002909176,0.018314304,0.01680019,-0.030097337,-0.017861966,-0.045528643,-0.033631876,-0.0034143194,-0.003302616
Shisa6,-0.03604221,0.03015413,0.06169558,0.05746577,-0.016550506,-0.02098609,0.004787122,-0.014322139,0.0014769203,-0.014666213
Crip2,-0.023563245,-0.031901255,-0.033584353,0.04396464,-0.03766135,0.005881672,0.0051456494,0.0032349448,0.016833654,0.007895392
Gm13629,-0.008357208,-0.015882442,0.01433466,0.05537583,0.041975737,-0.013931698,0.013340161,0.04132825,0.009680113,0.049794294
Tppp,0.018788598,-0.019357476,-0.008246708,0.01257782,0.007636637,0.0039779753,6.26003e-05,-0.040806405,-0.017731696,0.01282733
Scn3b,-0.02760047,0.029471755,-0.008067262,0.050220814,0.06603286,-0.018930033,-0.013310582,0.015210688,0.030787114,0.023366958
Bcas1,-0.012098517,0.016753271,0.026675891,0.022709947,-0.021615598,-0.003229652,0.021771913,-0.03241659,-0.040577065,0.013146372
Neto1,0.01522519,-0.018295312,0.030478181,0.02347923,-0.078401215,-0.03437561,-0.093172684,0.0029449982,0.06335013,-0.01170653
Tram1l1,-0.00421865,0.018422997,-0.0002999994,0.0047142194,-0.006620966,0.01498219,-0.0185779,-0.039043143,-0.014175354,0.008664216
Klhl5,0.0034389347,0.03065289,0.0074294168,0.018347869,-0.0072533707,0.0039517013,-0.00022162446,-0.027336916,0.020950753,0.0013837334
Sash1,-0.042868476,0.06366179,0.07628883,0.06648107,-0.037860595,0.015829006,-0.0007001076,-0.032356493,0.008501144,-0.05628945
Nyap2,-0.030141886,-0.06575901,-0.037910048,0.039817315,0.012606062,-0.051806826,0.06377443,0.00035600434,-0.0020668162,0.05486785
S100a1,0.025788955,-0.004830914,0.0019843406,0.02024757,-0.025430582,-0.023891075,0.007529762,0.0020273565,0.019905778,0.028635228
Gm33228,-0.012237353,-0.012399997,0.0010675364,0.010349767,0.030197063,-6.61349e-05,-0.028290315,-0.03248469,0.030202605,0.01292156
Kcnab3,0.0059462544,0.0030795762,0.008155349,0.0125331525,0.006445289,-0.0025233089,0.022959113,-0.017057065,0.009698414,0.03024874
Tmed7,0.040639233,-0.032611772,0.007884445,0.020273639,-0.030939385,0.037088603,-0.0022838216,0.01280177,0.03562362,0.016171772
Ankrd46,0.04040709,-0.019677646,0.017078815,0.021968247,-0.01565497,0.011577028,0.0054709343,0.016884256,0.03201675,0.028453901
Kcns3,-0.016038904,0.01837183,0.0008610572,0.02691817,0.024965355,0.0002878541,-0.02494255,0.009504698,0.001978112,0.03380927
Lgi2,-0.016680334,0.06426144,-0.0028006993,0.009156349,0.1400517,-0.00017903752,-0.046371218,0.005130943,0.05228856,0.05060415
A830018L16Rik,-0.0066740448,-0.053826977,-0.035722982,-0.0018842018,0.074004255,0.02196073,-0.04710021,-0.06631215,0.052069604,0.0017956443
Man1c1,-0.05336208,0.10603353,-0.026769042,0.027725011,0.07047787,0.04331237,-0.05260872,0.0325755,0.051582854,0.028407684
Grid2,0.046493445,0.031098725,-0.01959512,-0.0025052407,-0.031051083,-0.034872696,0.005909143,-0.05497035,0.049140945,-0.009018426
Etv6,0.008516019,0.005801923,0.018863257,0.011739038,-0.00538516,-0.0044653504,-0.005672651,-0.024553822,0.008965579,0.016783146
B3galnt1,-0.01621576,0.010400113,0.013702651,0.0093798665,-0.009885206,0.020520797,0.012570047,-0.019158,0.011981577,0.017343672
4-Sep,-0.011057051,-0.011842453,-0.004734615,0.033217747,-0.012560853,0.009256585,-0.0023896827,-0.011862888,0.0050144955,0.0072896476
Nrsn2,-0.027676981,0.016476221,0.041589327,0.01766201,-0.01871044,0.0323249,0.023238681,-0.034734063,-0.003114217,-0.00015645497
Poglut1,-0.00649894,0.0103044445,0.015866246,0.025306953,-0.0095230155,0.0049599623,0.0076386943,-0.02843352,-0.0028645156,0.0023669286
Ier5,0.048604615,0.02796115,-0.051722433,0.03307203,-0.0026944266,-0.0036071173,0.029843068,-0.043531455,0.05199573,-0.024693988
Ildr2,0.0058115083,0.023989279,0.018327706,0.033194065,-0.049724888,-0.022798339,-0.0053201,-0.04038732,-0.0018811737,-0.023677332
Itgb5,0.03263821,0.031616736,-0.056069165,-0.015557449,-0.033739746,-0.03837136,0.02958383,-0.018995611,0.01970343,0.047781304
Asrgl1,0.013297248,-0.008770537,0.034084186,0.023034586,-0.024611007,-0.0062385583,-0.0076471004,0.00067545637,0.029486533,0.017198514
Mctp1,-0.012727321,-0.0038784926,0.010187822,0.025689323,-0.0113280015,0.000111548325,-0.010218852,-0.014829678,-0.002942006,0.012936829
Tprgl,0.008575443,0.01505133,-0.009301423,0.025884455,0.0055678147,0.0026463857,0.015291342,-0.0074173873,0.024736203,0.016645778
Lin7a,0.04337927,-0.0004928926,0.01589642,0.0010550196,0.03513684,0.01658988,0.0027582566,-0.029439654,-0.011475193,0.029485812
Dusp1,-0.0006793294,0.00031030207,0.0026000715,0.021156684,-0.006731998,0.0074173487,-0.008682788,-0.006007488,0.004470843,0.020444144
Tsc22d3,-0.015829409,-0.027023805,-0.048152037,0.048102953,-0.034814574,0.0034623458,0.02488131,0.008150967,0.030505158,0.010591358
Slitrk4,0.010820292,0.0032082053,0.0088447835,0.031289183,0.030537054,-0.0063170753,0.0041014366,0.022247884,0.01276717,0.042947512
Ntsr2,-0.067874275,-0.039362114,-0.051558547,0.06626249,-0.019033693,-0.018284913,0.02714875,0.05799852,-0.035200857,0.0646264
Hs3st5,-0.01914597,0.009105668,0.028293977,0.02695212,-0.010530356,0.013127371,0.015966251,-0.024020026,-0.009594775,0.0056203525
Nudt19,0.08300514,-0.05040025,0.025530247,0.010764987,-0.0009378401,0.022133032,0.01512208,-0.0007203117,0.04031433,0.025553703
